,address,city,state,zip,fld_zone,zone_subty,x,y,geocoder
38447,1210 OLD MADISON RD,MADISON,MD,21648,AE,nan,-76.221749,38.509039,geocodio
38462,214 S SOMERSET AVE,CRISFIELD,MD,21817,AE,nan,-75.845678,37.978944,geocodio
38568,15851 SMITH ROAD,THURMONT,MD,21788,A,nan,-77.38037,39.667096,geocodio
38569,1166 GROVE AVE,SHADY SIDE,MD,20764,AE,nan,-76.502688,38.831167,geocodio
38736,11108 WEBBWOOD CT,UPPER MARLBORO,MD,20774,AE,nan,-76.814733,38.87305,geocodio
39214,82 LIGHT ST,LYNN,MA,1905,AE,nan,-70.968113,42.455616,geocodio
39233,29 MAPLE AVE,CHESTER,MA,1011,AE,FLOODWAY,-72.97835399999998,42.278522,geocodio
39241,351 MARION RD,WAREHAM,MA,2571,AE,nan,-70.740321,41.744735,geocodio
39260,213-217 WATER ST,LAWRENCE,MA,1841,AE,nan,-71.1735,42.698385,geocodio
39418,39 DASHWOOD ST,REVERE,MA,2151,AE,nan,-70.98461399999998,42.425797,geocodio
39481,6 PERRY AVENUE,BOURNE,MA,2532,AE,nan,-70.60291700000002,41.749191,geocodio
39507,3 ALICE ST,REVERE,MA,2151,AE,nan,-70.985546,42.425995,geocodio
39700,3 SYCAMORE AVE,BROCKTON,MA,2301,AE,nan,-71.03400000000002,42.085956,geocodio
39994,3544 ROOSEVELT ST,DEARBORN,MI,48124,AE,nan,-83.252616,42.285354,geocodio
39999,180 NEWPORT ST,DETROIT,MI,48215,AE,nan,-82.938529,42.359676,geocodio
40024,1844 CHARTER ST,LINCOLN PARK,MI,48146,AE,nan,-83.180104,42.267097,geocodio
40186,5867 HURON ST,TAYLOR,MI,48180,AE,nan,-83.23752399999998,42.268978,geocodio
40233,14659 LENORE,REDFORD,MI,48239,AE,nan,-83.279751,42.394649,geocodio
40406,4934 GERTRUDE ST,DEARBORN HEIGHTS,MI,48125,AE,nan,-83.243887,42.274931,geocodio
40505,3815 WEDDEL ST,DEARBORN,MI,48124,AE,nan,-83.23522099999998,42.283252,geocodio
40576,5830 HURON ST,TAYLOR,MI,48180,AE,nan,-83.237842,42.269385,geocodio
40608,6005 ROOSEVELT ST,TAYLOR,MI,48180,AE,nan,-83.25156,42.267805,geocodio
40737,5402 ORCHARD DRIVE,EAST CHINA,MI,48054,AE,nan,-82.48341499999998,42.750745,geocodio
40757,356 NORTH AVE,ALGONAC,MI,48001,AE,nan,-82.521786,42.628804,geocodio
40844,1815 COUNCIL AVE,LINCOLN PARK,MI,48146,AE,nan,-83.180165,42.265795,geocodio
40859,31746 LYNNE DR,ROCKWOOD,MI,48173,AE,nan,-83.251284,42.07534,geocodio
41059,2772 PARADISE CT,BAY CITY,MI,48708,AE,nan,-83.88640499999998,43.553033,geocodio
41175,986 PINE RD,BAY CITY,MI,48706,AE,nan,-83.87080299999998,43.650101,geocodio
41207,1209 LENG ST,BAY CITY,MI,48706,AE,nan,-83.879374,43.616393,geocodio
41500,1001 LENG STREET,BAY CITY,MI,48706,AE,nan,-83.882024,43.616044,geocodio
41514,5000 GLENCOE ST,MIDLAND,MI,48640,AE,nan,-84.26257099999998,43.643246,geocodio
41568,947 SHADY SHORE DR,BAY CITY,MI,48706,AE,nan,-83.866291,43.648464,geocodio
41576,9791 S SHORE DR,PIGEON,MI,48755,AE,nan,-83.39509599999998,43.913197,geocodio
41830,3326 BROOKFIELD AVE,KALAMAZOO,MI,49048,AE,FLOODWAY,-85.539652,42.27943,geocodio
42396,4023 BRIGGS CT,JACKSON,MI,49201,A,nan,-84.45441099999998,42.292391,geocodio
42843,2244 TECUMSEH RIVER RD,LANSING,MI,48906,AE,nan,-84.58148099999998,42.757753,geocodio
43105,2304 CLIFTON AVE,LANSING,MI,48910,AE,nan,-84.533046,42.708181,geocodio
43143,5002 BOETTCHER CT,LANSING,MI,48910,AE,nan,-84.528079,42.683365,geocodio
43277,4318 AVENUE F,NEWPORT,MI,48166,AE,COASTAL FLOODPLAIN,-83.27042799999998,41.941814,geocodio
43456,31137 OLMSTEAD RD,ROCKWOOD,MI,48173,AE,nan,-83.25564,42.08159,geocodio
43496,7768 WAGNER LN,IRA,MI,48023,AE,nan,-82.650369,42.677551,geocodio
43519,14020 BEECH DALY RD,TAYLOR,MI,48180,AE,nan,-83.287628,42.204094,geocodio
43541,3901 MONROE STREET,DEARBORN HEIGHTS,MI,48125,AE,nan,-83.25112799999998,42.2823,geocodio
43560,3750 GERTRUDE ST,DEARBORN,MI,48124,AE,nan,-83.244211,42.283643,geocodio
43633,49575 NORTH AVE,MACOMB,MI,48042,A,nan,-82.877932,42.663131,geocodio
43650,7151 LAKEVIEW BLVD,NEWPORT,MI,48166,AE,COASTAL FLOODPLAIN,-83.24027499999998,41.987423,geocodio
43665,47419 FORTON ST,CHESTERFIELD,MI,48047,AE,nan,-82.80616399999998,42.649574,geocodio
43692,3652 MONROE ST,DEARBORN,MI,48124,AE,nan,-83.251382,42.284386,geocodio
43838,29546 FRANCIS LAKE DR NW,ISANTI,MN,55040,A,nan,-93.326121,45.504967,geocodio
44444,1106 WILBUR ST,WORTHINGTON,MN,56187,AE,nan,-95.600307,43.628178,geocodio
44483,520 5TH AVE E,HALSTAD,MN,56548,AE,nan,-96.818722,47.349226,geocodio
44767,29126 HOLLY ST NW,ISANTI,MN,55040,A,nan,-93.276552,45.497275,geocodio
44785,1220 WAXHAW DR,GREENVILLE,MS,38703,AE,nan,-91.033843,33.393671,geocodio
44787,232 MANCHESTER AVE,JACKSON,MS,39209,AE,nan,-90.249163,32.331146,geocodio
44796,952 E LYNNE CIRCLE,GREENVILLE,MS,38701,AE,nan,-91.026864,33.392038,geocodio
44806,736 BENNING RD,JACKSON,MS,39206,AE,nan,-90.160851,32.365319,geocodio
44821,100 MILLER ST,SIDON,MS,38930,AE,nan,-90.204805,33.407894,geocodio
44825,853 ASHBURN RD,GREENVILLE,MS,38701,AE,nan,-91.029941,33.395206,geocodio
44828,3853 MEADOW LN,JACKSON,MS,39212,AE,nan,-90.235654,32.242261,geocodio
44830,1280 WOODDELL DR,JACKSON,MS,39204,AE,nan,-90.253478,32.261588,geocodio
44834,1004 HOLLY CIR,GREENWOOD,MS,38930,AE,nan,-90.194799,33.503993,geocodio
44843,344 MELROSE DR,JACKSON,MS,39211,AE,nan,-90.115934,32.374279,geocodio
44869,212 FRANKLIN STREET,ABERDEEN,MS,39730,A,nan,-88.550618,33.824417,geocodio
44871,103 HAMILTON PL,VICKSBURG,MS,39180,AE,nan,-90.872194,32.29373,geocodio
44890,1221 WOODDELL DRIVE,JACKSON,MS,39212,AE,FLOODWAY,-90.25209,32.258027,geocodio
44902,50280 BECKER BOTTOM RD,AMORY,MS,38821,AE,nan,-88.51637499999998,33.894114,geocodio
44903,7033 LONGRIDGE RD,LONG BEACH,MS,39560,AE,nan,-89.168728,30.384665,geocodio
44904,4411 BAYVIEW DR,HATTIESBURG,MS,39402,AE,nan,-89.355238,31.336091,geocodio
44913,480 N CANTON CLUB CIRCLE,JACKSON,MS,39211,AE,nan,-90.113963,32.38187,geocodio
44930,2144 MONACO ST,JACKSON,MS,39204,AE,FLOODWAY,-90.244701,32.278061,geocodio
44936,630 MICHELLE DR,BILOXI,MS,39532,AE,nan,-88.945285,30.427832,geocodio
44939,806 HERRICK ST,PASCAGOULA,MS,39567,AE,nan,-88.5565,30.36067,geocodio
44946,314 VAUGHN STREET,PICAYUNE,MS,39466,AE,nan,-89.670868,30.545169,geocodio
44948,1132 GUM ST,OCEAN SPRINGS,MS,39564,AE,nan,-88.705116,30.358381,geocodio
44952,5111 LITTLE JOHN ST,PASCAGOULA,MS,39581,AE,nan,-88.510857,30.3783,geocodio
44956,704 S 17TH AVE,HATTIESBURG,MS,39401,AE,nan,-89.314013,31.315226,geocodio
44970,1308 N ALL SAINTS CIR,GREENVILLE,MS,38703,AE,nan,-91.030384,33.386157,geocodio
44998,211 FOXBORO DRIVE,JACKSON,MS,39211,AE,nan,-90.107927,32.379347,geocodio
44999,4801 AUTUMN WOODS DR UNIT 103,JACKSON,MS,39206,AE,nan,-90.156783,32.364832,geocodio
45007,1170 MARIA DR,JACKSON,MS,39204,AE,FLOODWAY,-90.241054,32.269645,geocodio
45022,325 VALLEY VISTA DR,JACKSON,MS,39211,AE,nan,-90.117867,32.373288,geocodio
45055,2333 GOOD HOPE RD,YAZOO CITY,MS,39194,A,nan,-90.47266800000001,32.932416,geocodio
45098,302 RIVERBEND COVE,BYRAM,MS,39272,AE,nan,-90.245247,32.19021,geocodio
45147,4409 BAYVIEW DR,HATTIESBURG,MS,39402,AE,nan,-89.355202,31.336091,geocodio
45183,8095 JAMESBROOK DR,SOUTHAVEN,MS,38671,AE,nan,-89.992241,34.97762,geocodio
45216,506 MILL RD,PASCAGOULA,MS,39567,AE,nan,-88.55857899999998,30.374801,geocodio
45226,3819 LANIER AVENUE,PASCAGOULA,MS,39581,AE,nan,-88.52258,30.365968,geocodio
45241,4806 TUPELO AVE,PASCAGOULA,MS,39581,AE,nan,-88.532989,30.369905,geocodio
45253,7752 COTTON LANE DR,SOUTHAVEN,MS,38671,AE,nan,-90.03125099999998,34.973914,geocodio
45254,18 BLUE BLACKMON RD,PICAYUNE,MS,39466,AE,nan,-89.748405,30.536542,geocodio
45272,4307 NOTTINGHAM AVE,PASCAGOULA,MS,39581,AE,nan,-88.51900399999998,30.374262,geocodio
45283,10537 SHORE CV,BILOXI,MS,39532,AE,nan,-89.00631099999998,30.439814,geocodio
45309,19 AUTUMN PARK,JACKSON,MS,39206,AE,nan,-90.15800100000001,32.364684,geocodio
45315,4801 AUTUMN WOODS DR #402,JACKSON,MS,39206,AE,nan,-90.156783,32.364832,geocodio
45324,5601 OLD MOBILE AVE,PASCAGOULA,MS,39581,AE,nan,-88.50633399999998,30.38014,geocodio
45329,4402 PIMLICO ST,PASCAGOULA,MS,39581,AE,nan,-88.513873,30.377347,geocodio
45338,2215 LITTLE ST,PASCAGOULA,MS,39567,AE,nan,-88.559064,30.358479,geocodio
45387,2351 SANDALWOOD PL,GAUTIER,MS,39553,AE,nan,-88.62345899999998,30.37448,geocodio
45416,1388 CURTIS LOCKE STATION RD,BATESVILLE,MS,38606,A,nan,-90.149913,34.307556,geocodio
45442,442 WINTERSET DR,COLUMBUS,MS,39702,AE,nan,-88.374572,33.487633,geocodio
45449,5271 HARROW DRIVE,JACKSON,MS,39211,AE,nan,-90.12005300000001,32.370219,geocodio
45462,202 BASSWOOD DR,PASS CHRISTIAN,MS,39571,AE,nan,-89.28087399999998,30.328999,geocodio
45465,1425 RADCLIFFE ST,JACKSON,MS,39211,AE,nan,-90.125916,32.369259,geocodio
45478,113 NORTH BRIGHTON DR,JACKSON,MS,39211,AE,nan,-90.107082,32.387184,geocodio
45486,323 SOUTHBROOK DR,JACKSON,MS,39211,AE,nan,-90.116003,32.374824,geocodio
45490,376 WALTHALL ST,GRENADA,MS,38901,AE,nan,-89.802008,33.774854,geocodio
45492,5548 BOOTS ROAD,MOSS POINT,MS,39562,AE,nan,-88.44994199999998,30.423658,geocodio
45498,2425 SYCAMORE ST,PASCAGOULA,MS,39581,AE,nan,-88.519554,30.36014,geocodio
45516,351 LONG COVE DR,MADISON,MS,39110,AE,nan,-90.073637,32.452392,geocodio
45526,3516 32ND AVENUE,MERIDIAN,MS,39305,AE,nan,-88.71103999999998,32.39417,geocodio
45536,385 BEECHCREST DRIVE,JACKSON,MS,39211,AE,nan,-90.113549,32.375739,geocodio
45540,201 BARROW ST,PEARL,MS,39208,AE,nan,-90.129653,32.272947,geocodio
45546,1711 CHEROKEE ST,PASCAGOULA,MS,39581,AE,nan,-88.517178,30.353291,geocodio
45550,1315 WOODDELL DR,JACKSON,MS,39212,AE,nan,-90.254677,32.263188,geocodio
45551,5007 MAID MARION DR,PASCAGOULA,MS,39581,AE,nan,-88.506707,30.382253,geocodio
45563,4517 PIMLICO ST,PASCAGOULA,MS,39581,AE,nan,-88.51531199999998,30.379162,geocodio
45571,5009 LITTLE JOHN ST,PASCAGOULA,MS,39581,AE,nan,-88.512039,30.377522,geocodio
45580,310 SOUTHBROOK DR,JACKSON,MS,39211,AE,nan,-90.116093,32.375519,geocodio
45584,1217 MARGARET ST,OCEAN SPRINGS,MS,39564,AE,nan,-88.69608599999998,30.359627,geocodio
45604,226 DOGWOOD STREET,WAVELAND,MS,39576,AE,nan,-89.403073,30.30032,geocodio
45622,316 WILSHIRE AVENUE,JACKSON,MS,39206,AE,nan,-90.181816,32.351643,geocodio
45623,229 FOXBORO DR,JACKSON,MS,39211,AE,nan,-90.10876200000001,32.379345,geocodio
45627,6740 NATCHEZ RD,BILOXI,MS,39532,AE,nan,-88.872127,30.440273,geocodio
45648,829 SYCAMORE RD,CARRIERE,MS,39426,AE,nan,-89.598877,30.572908,geocodio
45651,5290 TELFAIR PL,JACKSON,MS,39206,AE,nan,-90.199723,32.37919,geocodio
45678,3320 BONITA RD,GAUTIER,MS,39553,AE,nan,-88.66472299999998,30.384445,geocodio
45684,616 CHESTNUT ST,COLUMBUS,MS,39702,AE,nan,-88.38202699999998,33.501989,geocodio
45694,149 INSIDE RD,PICAYUNE,MS,39466,AE,nan,-89.697933,30.564486,geocodio
45697,160 LYON DR,GRENADA,MS,38901,AE,nan,-89.79822,33.807792,geocodio
45700,5117 MEADOW OAKS PARK DR,JACKSON,MS,39211,AE,nan,-90.126782,32.367269,geocodio
45740,6901 ANDOVER ST,MOSS POINT,MS,39563,AE,nan,-88.534733,30.441449,geocodio
45749,340 EAGLE LAKE SHORE RD,VICKSBURG,MS,39183,AE,nan,-90.986595,32.487341,geocodio
45793,7339 AKIKAI DRIVE,DIAMONDHEAD,MS,39525,AE,nan,-89.38476799999998,30.392743,geocodio
45814,1202 BUENA VISTA ST,PASCAGOULA,MS,39567,AE,nan,-88.55046,30.350119,geocodio
45816,5499 LOCUST ST,MERIDIAN,MS,39307,AE,nan,-88.78342499999998,32.417303,geocodio
45837,1808 HEIDENHEIM DR,PASCAGOULA,MS,39581,AE,nan,-88.519592,30.354555,geocodio
45844,86 AZALEA DR,COLUMBUS,MS,39705,AE,nan,-88.44565799999998,33.53573,geocodio
45845,311 GREEN MEADOW DR,PEARL,MS,39208,AE,nan,-90.04142199999998,32.267474,geocodio
45851,295 GREGORY STREET,GREENVILLE,MS,38701,AE,nan,-91.062108,33.372996,geocodio
45866,513 KATE LOFTON DR,BRANDON,MS,39047,AE,nan,-89.943729,32.391135,geocodio
45872,1207 22ND ST,PASCAGOULA,MS,39581,AE,nan,-88.52880299999998,30.349402,geocodio
45873,307 CASSIL ST,PETAL,MS,39465,AE,nan,-89.256276,31.333703,geocodio
45887,2001 MILLER ST,PASCAGOULA,MS,39581,AE,nan,-88.51942599999998,30.355522,geocodio
45920,496 ROYAL OAK DRIVE,PASS CHRISTIAN,MS,39571,AE,nan,-89.271654,30.328274,geocodio
45922,3002 RHONDA LANE,PASCAGOULA,MS,39581,AE,nan,-88.531082,30.355768,geocodio
45938,401 W FIRST AVE,PETAL,MS,39465,AE,nan,-89.268748,31.354165,geocodio
45946,2063 HOPEWELL RD,CRYSTAL SPRINGS,MS,39059,A,nan,-90.210262,31.950198,geocodio
45956,724 S DYER CIRCLE,GREENVILLE,MS,38701,AE,nan,-91.041564,33.392012,geocodio
45957,2307 DOGWOOD STREET,PASCAGOULA,MS,39567,AE,nan,-88.53688599999998,30.358795,geocodio
46019,374 INSIDE RD,PICAYUNE,MS,39466,AE,FLOODWAY,-89.691649,30.58045,geocodio
46063,15205 LISA DR,BILOXI,MS,39532,AE,nan,-88.86356399999998,30.441392,geocodio
46065,252 FERNWOOD DR,PASS CHRISTIAN,MS,39571,AE,nan,-89.28228,30.314855,geocodio
46084,5035 ROMANY DRIVE,JACKSON,MS,39211,AE,nan,-90.125495,32.365124,geocodio
46138,1601 WOODHAVEN ST,PASCAGOULA,MS,39581,AE,nan,-88.530422,30.353106,geocodio
46143,1208 MAY ST,OCEAN SPRINGS,MS,39564,AE,nan,-88.699882,30.359105,geocodio
46169,4500 SHADOW WOOD CIRCLE,PASCAGOULA,MS,39581,AE,nan,-88.516655,30.347565,geocodio
46185,2102 MILLER ST,PASCAGOULA,MS,39581,AE,nan,-88.518854,30.356593,geocodio
46216,2513 BULLIS AVE,GULFPORT,MS,39501,A,nan,-89.07473199999998,30.381133,geocodio
46232,61 MARGARET DR,WEST POINT,MS,39773,AE,nan,-88.496567,33.579797,geocodio
46263,117 KENT ST,ORRICK,MO,64077,AE,nan,-94.119153,39.209969,geocodio
46365,8700 BROOKSIDE CIR,MONETT,MO,65708,AE,FLOODWAY,-93.90509,36.940204,geocodio
46800,2421 E BLAINE ST,SPRINGFIELD,MO,65803,AE,nan,-93.246806,37.228869,geocodio
47158,403 SCHULZ AVE,MONETT,MO,65708,AE,FLOODWAY,-93.93582300000001,36.933017,geocodio
47296,5715 RIVERSIDE DR,JOPLIN,MO,64804,AE,nan,-94.541349,37.035622,geocodio
47487,360 HUMES LN,FLORISSANT,MO,63031,AE,nan,-90.324309,38.807347,geocodio
47723,2650 COUNTY ROAD 629,BROSELEY,MO,63932,A,nan,-90.262605,36.730901,geocodio
47817,611 PEMBERTON PL,SAINT LOUIS,MO,63135,AE,nan,-90.305132,38.73589,geocodio
47847,4527 DU BOURG LN,SAINT LOUIS,MO,63128,AE,FLOODWAY,-90.36256100000001,38.508938,geocodio
47857,3645 ELSA AVE,SAINT ANN,MO,63074,AE,nan,-90.372147,38.724356,geocodio
47992,1354 LANG DR,FERGUSON,MO,63135,AE,nan,-90.279204,38.739662,geocodio
48005,12570 SOUTHWIND CIR,ROLLA,MO,65401,A,nan,-91.796925,37.880928,geocodio
48052,1135 SAALE RD,WEST ALTON,MO,63386,AE,nan,-90.250474,38.878755,geocodio
48092,212 PINE GROVE RD,WILLOW SPRINGS,MO,65793,AE,FLOODWAY,-91.977283,36.993922,geocodio
48127,3700 CARONDELET BLVD,SAINT LOUIS,MO,63123,AE,nan,-90.272279,38.554081,geocodio
48143,4690 HILLSBORO HOUSE SPRINGS RD,HOUSE SPRINGS,MO,63051,AE,FLOODWAY,-90.56992,38.406193,geocodio
48163,109 CLARA DR,SIKESTON,MO,63801,AH,nan,-89.547977,36.870243,geocodio
48358,1147 BELRUE AVE,SAINT LOUIS,MO,63130,AE,FLOODWAY,-90.307092,38.668227,geocodio
48383,102 COUNTY ROAD 433,ROCHEPORT,MO,65279,A,nan,-92.570306,39.033124,geocodio
48535,220 HUMES LN,FLORISSANT,MO,63031,AE,nan,-90.321254,38.807456,geocodio
48597,7538 RIFFLE ISLAND DR,CEDAR HILL,MO,63016,AE,FLOODWAY,-90.63886,38.328788,geocodio
48936,3314 JOYCE DR,ST CHARLES,MO,63301,AE,nan,-90.474177,38.821431,geocodio
49148,1106 GARLAND ST,MILES CITY,MT,59301,AE,nan,-105.845996,46.417592,geocodio
49520,19911 BEACH RD #105,PLATTSMOUTH,NE,68048,AE,FLOODWAY,-95.918407,41.054495,geocodio
49592,436 A ST,LINCOLN,NE,68502,AE,nan,-96.714945,40.799572,geocodio
49597,3543 SAINT PAUL AVE,LINCOLN,NE,68504,AE,nan,-96.669488,40.839168,geocodio
49772,292 EAST 2ND STREET,BATTLE MOUNTAIN,NV,89820,AE,nan,-116.933145,40.639206,geocodio
49784,635 OAK CT,BATTLE MOUNTAIN,NV,89820,AE,nan,-116.931205,40.63398,geocodio
49788,1148 GOLD CREEK AVE,BATTLE MOUNTAIN,NV,89820,AE,nan,-116.937594,40.632051,geocodio
49809,685 E 5TH ST,BATTLE MOUNTAIN,NV,89820,AE,nan,-116.934376,40.633295,geocodio
49818,462 S 9TH ST,ELKO,NV,89801,AE,nan,-115.753106,40.830357,geocodio
49825,737 S REESE ST,BATTLE MOUNTAIN,NV,89820,AE,nan,-116.939501,40.637519,geocodio
49831,567 PARKER AVENUE,ELY,NV,89301,AO,nan,-114.878049,39.257535,geocodio
49834,769 S REESE ST,BATTLE MOUNTAIN,NV,89820,AE,nan,-116.93965600000001,40.637404,geocodio
49855,615 WILD HORSE WAY,BATTLE MOUNTAIN,NV,89820,AE,nan,-116.935931,40.63291,geocodio
49874,3250 E DANDELION ST,PAHRUMP,NV,89048,AO,nan,-115.957064,36.175404,geocodio
49912,4890 MELISSA LN,PAHRUMP,NV,89048,AO,nan,-115.977333,36.151287,geocodio
49975,331 CAVALRY ST,PAHRUMP,NV,89048,AO,nan,-116.007595,36.171342,geocodio
49993,561 E. FALCON ST,PAHRUMP,NV,89048,AO,nan,-116.003398,36.162617,geocodio
50038,3080 MARGARITA AVENUE,PAHRUMP,NV,89048,AO,nan,-115.97936600000001,36.176965,geocodio
50089,1671 W AMARILLO AVE,PAHRUMP,NV,89048,AO,nan,-116.044182,36.182209,geocodio
50123,522 MAIN STREET,CALIENTE,NV,89008,AE,nan,-114.515728,37.61422,geocodio
50164,55 LINCOLN ST,CALIENTE,NV,89008,AE,FLOODWAY,-114.511451,37.617775,geocodio
50166,5330 CORRINE ST,PAHRUMP,NV,89048,AO,nan,-115.98065,36.141806,geocodio
50223,3 WATER ST,GORHAM,NH,3581,AE,nan,-71.19116200000002,44.395215,geocodio
50280,19 BISHOP STREET,LITTLETON,NH,3561,AE,nan,-71.7601,44.309536,geocodio
50321,124 DANIS PARK RD,GOFFSTOWN,NH,3045,AE,FLOODWAY,-71.524663,43.014529,geocodio
50531,5 MARILYN PARK DR,HAMPSTEAD,NH,3841,AE,nan,-71.16853999999998,42.862088,geocodio
50770,807 WOODLAND AVE,BURLINGTON,NJ,8016,AE,nan,-74.86958699999998,40.071186,geocodio
50804,1003 ORLANDO DR,LACEY,NJ,8731,AE,nan,-74.17934599999998,39.817012,geocodio
50839,650 WOOD ST,BURLINGTON,NJ,8016,AE,nan,-74.858462,40.069732,geocodio
50849,298 RAND ST,CAMDEN,NJ,8105,AE,nan,-75.090477,39.941936,geocodio
50851,720 BERMUDA DR,FORKED RIVER,NJ,8731,AE,nan,-74.19444699999998,39.824257,geocodio
50905,7174 HIGHLAND AVE,PENNSAUKEN,NJ,8110,AE,nan,-75.08144699999998,39.935584,geocodio
50918,514 CHELTON AVE,BURLINGTON,NJ,8016,AE,nan,-74.869944,40.071747,geocodio
50995,478 RANDOLPH ST,CAMDEN,NJ,8105,AE,nan,-75.090556,39.939697,geocodio
51017,809 COLUMBUS RD,BURLINGTON,NJ,8016,AE,nan,-74.843011,40.079141,geocodio
51068,5 WILLOW RD,WESTVILLE,NJ,8093,AE,nan,-75.127263,39.868612,geocodio
51080,1612 PENNSAUKEN ST,CINNAMINSON,NJ,8077,AE,nan,-75.017966,39.989544,geocodio
51092,148 WEST FEDERAL ST,BURLINGTON,NJ,8016,AE,nan,-74.861835,40.074479,geocodio
51094,13 MORNINGSIDE DR,TRENTON,NJ,8618,AE,nan,-74.81075,40.239927,geocodio
51105,255 F STREET,CARNEYS POINT,NJ,8069,AE,nan,-75.474267,39.713755,geocodio
51119,195 PARKINSON AVENUE,HAMILTON,NJ,8610,AE,nan,-74.72838799999998,40.202612,geocodio
51125,2408 4TH AVE,WOODLYNNE,NJ,8107,AE,nan,-75.09407,39.914404,geocodio
51141,132 S LONGBOAT DR,LITTLE EGG HARBOR TWP,NJ,8087,AE,nan,-74.374652,39.557213,geocodio
51172,30 FARRAGUT AVE,SEASIDE PARK,NJ,8752,AE,nan,-74.073559,39.936519,geocodio
51266,803 NEPTUNE AVE,BURLINGTON,NJ,8016,AE,nan,-74.843604,40.07997,geocodio
51296,844 RODGERS ST,LANOKA HARBOR,NJ,8734,AE,nan,-74.155319,39.86559,geocodio
51307,1306 S MERRIMAC RD,CAMDEN,NJ,8104,AE,nan,-75.102677,39.903648,geocodio
51309,746 LINCOLN AVE,BURLINGTON,NJ,8016,AE,nan,-74.863337,40.069093,geocodio
51316,108 LYONS CT,PLEASANTVILLE,NJ,8232,AE,nan,-74.51786199999998,39.388435,geocodio
51366,532 DEMOCRAT RD,GIBBSTOWN,NJ,8027,AE,nan,-75.29194699999998,39.82304,geocodio
51371,24 WEST MAPLE AVE,PENNS GROVE,NJ,8069,AE,nan,-75.475916,39.722339,geocodio
51401,922 MOUNT RD,BURLINGTON,NJ,8016,AE,nan,-74.839617,40.077798,geocodio
51419,308 ELLIS STREET,BURLINGTON,NJ,8016,AE,nan,-74.865564,40.07723,geocodio
51444,3 OSPREY COURT,FORKED RIVER,NJ,8731,AE,nan,-74.179816,39.815937,geocodio
51508,5 EDWARD STREET,LUMBERTON,NJ,8048,AE,FLOODWAY,-74.806528,39.961203,geocodio
51538,1533 FEDERAL STREET,CAMDEN,NJ,8105,AE,nan,-75.102019,39.944485,geocodio
51541,24 BROOK LANE,HAMILTON,NJ,8619,AE,nan,-74.716038,40.224325,geocodio
51548,164 PARKINSON AVE,HAMILTON,NJ,8610,AE,nan,-74.728885,40.203227,geocodio
51549,1107 LOIS AVENUE,CAMDEN,NJ,8105,AE,nan,-75.090221,39.960375,geocodio
51599,13 HOLLY ACRES DR,BRICK,NJ,8723,AE,nan,-74.10350599999998,40.023732,geocodio
51605,663 ELLICOTT AVENUE,TOMS RIVER,NJ,8753,AE,nan,-74.125314,39.960383,geocodio
51639,557 MILLER AVE,HAMILTON,NJ,8610,AE,nan,-74.717946,40.220442,geocodio
51659,69 1ST AVENUE,WEST DEPTFORD,NJ,8051,AE,nan,-75.17642499999998,39.797261,geocodio
51675,28 FENWICK AVE,PENNSVILLE,NJ,8070,AE,nan,-75.515066,39.655335,geocodio
51698,106 LEHIGH AVE,VILLAS,NJ,8251,AE,nan,-74.918289,39.043613,geocodio
51715,84 GEORGIA RD,PENNSVILLE,NJ,8070,AE,nan,-75.52590999999998,39.642125,geocodio
51726,299 HURLEY AVE,BAYVILLE,NJ,8721,AE,nan,-74.15009,39.874382,geocodio
51733,3 LABARRE AVENUE,TRENTON,NJ,8618,AE,nan,-74.814811,40.240987,geocodio
51763,327 VAN SANT DR,PALMYRA,NJ,8065,AE,nan,-75.033308,40.00667,geocodio
51827,218 CONOVER ST,BURLINGTON,NJ,8016,AE,nan,-74.863591,40.077073,geocodio
51868,128 MARINE RD,WARETOWN,NJ,8758,AE,nan,-74.188147,39.773702,geocodio
51877,904 HIGH ST,BURLINGTON,NJ,8016,AE,nan,-74.853814,40.067547,geocodio
51884,954 TERRACE BLVD,EWING,NJ,8618,AE,nan,-74.78597,40.257045,geocodio
51903,57 HERON AVE,PENNSVILLE,NJ,8070,AE,nan,-75.50351399999998,39.664285,geocodio
51928,339 PENN ST,BURLINGTON CITY,NJ,8016,AE,nan,-74.851887,40.080912,geocodio
51935,129 PRINCETON RD,PENNSVILLE,NJ,8070,AE,nan,-75.540447,39.642931,geocodio
51945,11 ASHTON LN,SICKLERVILLE,NJ,8081,A,nan,-74.972387,39.728604,geocodio
51960,637 HIGHLAND AVE,WESTVILLE,NJ,8093,AE,nan,-75.135513,39.877226,geocodio
51961,1007 BORDENTOWN RD,BURLINGTON,NJ,8016,AE,nan,-74.84080799999998,40.082134,geocodio
51963,3161 STERLING ST,TOMS RIVER,NJ,8753,AE,nan,-74.118857,39.958711,geocodio
51970,80 DELMAR DR,BRIGANTINE,NJ,8203,AE,nan,-74.403135,39.386406,geocodio
51973,53 SALEM DRIVE,PENNSVILLE,NJ,8070,AE,nan,-75.52543199999998,39.644398,geocodio
51982,78 RUTGERS RD,PENNSVILLE,NJ,8070,AE,nan,-75.534513,39.638126,geocodio
51984,103 LINCOLN DR,PENNSVILLE,NJ,8070,AE,nan,-75.52521199999998,39.639256,geocodio
52008,703 MCCORMICK DRIVE,TOMS RIVER,NJ,8753,AE,nan,-74.171063,39.965857,geocodio
